Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count
Bhopal,Junction,Y Junction,Persons Killed,71.0
Bhopal,Junction,Y Junction,Greviously Injured,161.0
Bhopal,Junction,Y Junction,Minor Injury,257.0
Bhopal,Junction,Y Junction,Total Injured,148.0
Bhopal,Junction,Y Junction,Total number of Accidents,1377.0
Bhopal,Junction,Round about Junction,Persons Killed,90.0
Bhopal,Junction,Round about Junction,Greviously Injured,77.0
Bhopal,Junction,Round about Junction,Minor Injury,99.0
Bhopal,Junction,Round about Junction,Total Injured,763.0
Bhopal,Junction,Round about Junction,Total number of Accidents,730.0
Bhopal,Junction,Uncontrolled,Persons Killed,99.0
Bhopal,Junction,Uncontrolled,Greviously Injured,69.0
Bhopal,Junction,Uncontrolled,Minor Injury,216.0
Bhopal,Junction,Uncontrolled,Total Injured,301.0
Bhopal,Junction,Uncontrolled,Total number of Accidents,1056.0
Bhopal,Road Features,Straight Road,Persons Killed,17.0
Bhopal,Road Features,Straight Road,Greviously Injured,173.0
Bhopal,Road Features,Straight Road,Minor Injury,488.0
Bhopal,Road Features,Straight Road,Total Injured,341.0
Bhopal,Road Features,Straight Road,Total number of Accidents,780.0
Bhopal,Road Features,Curved Road,Persons Killed,46.0
Bhopal,Road Features,Curved Road,Greviously Injured,58.0
Bhopal,Road Features,Curved Road,Minor Injury,157.0
Bhopal,Road Features,Curved Road,Total Injured,325.0
Bhopal,Road Features,Curved Road,Total number of Accidents,872.0
Bhopal,Road Features,Bridge,Persons Killed,20.0
Bhopal,Road Features,Bridge,Greviously Injured,159.0
Bhopal,Road Features,Bridge,Minor Injury,481.0
Bhopal,Road Features,Bridge,Total Injured,754.0
Bhopal,Road Features,Bridge,Total number of Accidents,618.0
Bhopal,Road Features,Pot Holes,Persons Killed,91.0
Bhopal,Road Features,Pot Holes,Greviously Injured,169.0
Bhopal,Road Features,Pot Holes,Minor Injury,60.0
Bhopal,Road Features,Pot Holes,Total Injured,749.0
Bhopal,Road Features,Pot Holes,Total number of Accidents,1168.0
Bhopal,Road Features,Steep Grade,Persons Killed,77.0
Bhopal,Road Features,Steep Grade,Greviously Injured,86.0
Bhopal,Road Features,Steep Grade,Minor Injury,490.0
Bhopal,Road Features,Steep Grade,Total Injured,353.0
Bhopal,Road Features,Steep Grade,Total number of Accidents,1120.0
Bhopal,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,1.0
Bhopal,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,272.0
Bhopal,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,134.0
Bhopal,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,757.0
Bhopal,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,836.0
Bhopal,Impacting Vehicle/Object,Two Wheelers,Persons Killed,38.0
Bhopal,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,250.0
Bhopal,Impacting Vehicle/Object,Two Wheelers,Minor Injury,329.0
Bhopal,Impacting Vehicle/Object,Two Wheelers,Total Injured,799.0
Bhopal,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,501.0
Bhopal,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,18.0
Bhopal,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,77.0
Bhopal,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,267.0
Bhopal,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,201.0
Bhopal,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,753.0
Bhopal,Impacting Vehicle/Object,Buses,Persons Killed,31.0
Bhopal,Impacting Vehicle/Object,Buses,Greviously Injured,176.0
Bhopal,Impacting Vehicle/Object,Buses,Minor Injury,158.0
Bhopal,Impacting Vehicle/Object,Buses,Total Injured,135.0
Bhopal,Impacting Vehicle/Object,Buses,Total number of Accidents,943.0
Bhopal,Impacting Vehicle/Object,Pedestrian,Persons Killed,96.0
Bhopal,Impacting Vehicle/Object,Pedestrian,Greviously Injured,173.0
Bhopal,Impacting Vehicle/Object,Pedestrian,Minor Injury,436.0
Bhopal,Impacting Vehicle/Object,Pedestrian,Total Injured,172.0
Bhopal,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,847.0
Bhopal,Weather,Sunny/Clear,Persons Killed,96.0
Bhopal,Weather,Sunny/Clear,Greviously Injured,79.0
Bhopal,Weather,Sunny/Clear,Minor Injury,474.0
Bhopal,Weather,Sunny/Clear,Total Injured,660.0
Bhopal,Weather,Sunny/Clear,Total number of Accidents,1027.0
Bhopal,Weather,Rainy,Persons Killed,1.0
Bhopal,Weather,Rainy,Greviously Injured,14.0
Bhopal,Weather,Rainy,Minor Injury,477.0
Bhopal,Weather,Rainy,Total Injured,638.0
Bhopal,Weather,Rainy,Total number of Accidents,359.0
Bhopal,Weather,Foggy and Misty,Persons Killed,20.0
Bhopal,Weather,Foggy and Misty,Greviously Injured,273.0
Bhopal,Weather,Foggy and Misty,Minor Injury,279.0
Bhopal,Weather,Foggy and Misty,Total Injured,661.0
Bhopal,Weather,Foggy and Misty,Total number of Accidents,266.0
Bhopal,Weather,Hail/Sleet,Persons Killed,43.0
Bhopal,Weather,Hail/Sleet,Greviously Injured,67.0
Bhopal,Weather,Hail/Sleet,Minor Injury,308.0
Bhopal,Weather,Hail/Sleet,Total Injured,441.0
Bhopal,Weather,Hail/Sleet,Total number of Accidents,1353.0
Bhopal,Traffic Violation,Drunken Driving,Persons Killed,86.0
Bhopal,Traffic Violation,Drunken Driving,Greviously Injured,181.0
Bhopal,Traffic Violation,Drunken Driving,Minor Injury,307.0
Bhopal,Traffic Violation,Drunken Driving,Total Injured,713.0
Bhopal,Traffic Violation,Drunken Driving,Total number of Accidents,1432.0
Bhopal,Traffic Violation,Over Speeding,Persons Killed,34.0
Bhopal,Traffic Violation,Over Speeding,Greviously Injured,295.0
Bhopal,Traffic Violation,Over Speeding,Minor Injury,165.0
Bhopal,Traffic Violation,Over Speeding,Total Injured,363.0
Bhopal,Traffic Violation,Over Speeding,Total number of Accidents,861.0
Bhopal,Traffic Violation,Jumping Red Light,Persons Killed,43.0
Bhopal,Traffic Violation,Jumping Red Light,Greviously Injured,45.0
Bhopal,Traffic Violation,Jumping Red Light,Minor Injury,382.0
Bhopal,Traffic Violation,Jumping Red Light,Total Injured,576.0
Bhopal,Traffic Violation,Jumping Red Light,Total number of Accidents,486.0
Bhopal,Traffic Violation,Use of Mobile Phone,Persons Killed,46.0
Bhopal,Traffic Violation,Use of Mobile Phone,Greviously Injured,217.0
Bhopal,Traffic Violation,Use of Mobile Phone,Minor Injury,155.0
Bhopal,Traffic Violation,Use of Mobile Phone,Total Injured,545.0
Bhopal,Traffic Violation,Use of Mobile Phone,Total number of Accidents,869.0
Bhopal,Traffic Violation,Wrong Side Driving,Persons Killed,54.0
Bhopal,Traffic Violation,Wrong Side Driving,Greviously Injured,21.0
Bhopal,Traffic Violation,Wrong Side Driving,Minor Injury,194.0
Bhopal,Traffic Violation,Wrong Side Driving,Total Injured,499.0
Bhopal,Traffic Violation,Wrong Side Driving,Total number of Accidents,1179.0
Visakhapatnam,Traffic Control,Traffic Light Signal,Persons Killed,2.0
Visakhapatnam,Traffic Control,Traffic Light Signal,Greviously Injured,153.0
Visakhapatnam,Traffic Control,Traffic Light Signal,Minor Injury,79.0
Visakhapatnam,Traffic Control,Traffic Light Signal,Total Injured,336.0
Visakhapatnam,Traffic Control,Traffic Light Signal,Total number of Accidents,547.0
Visakhapatnam,Traffic Control,Stop Sign,Persons Killed,4.0
Visakhapatnam,Traffic Control,Stop Sign,Greviously Injured,257.0
Visakhapatnam,Traffic Control,Stop Sign,Minor Injury,413.0
Visakhapatnam,Traffic Control,Stop Sign,Total Injured,420.0
Visakhapatnam,Traffic Control,Stop Sign,Total number of Accidents,485.0
Visakhapatnam,Traffic Control,Police Controlled,Persons Killed,20.0
Visakhapatnam,Traffic Control,Police Controlled,Greviously Injured,93.0
Visakhapatnam,Traffic Control,Police Controlled,Minor Injury,455.0
Visakhapatnam,Traffic Control,Police Controlled,Total Injured,555.0
Visakhapatnam,Traffic Control,Police Controlled,Total number of Accidents,999.0
Visakhapatnam,Traffic Control,Flashing Signal/Blinker,Persons Killed,32.0
Visakhapatnam,Traffic Control,Flashing Signal/Blinker,Greviously Injured,281.0
Visakhapatnam,Traffic Control,Flashing Signal/Blinker,Minor Injury,87.0
Visakhapatnam,Traffic Control,Flashing Signal/Blinker,Total Injured,599.0
Visakhapatnam,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,937.0
Visakhapatnam,Junction,Four arm Junction,Persons Killed,13.0
Visakhapatnam,Junction,Four arm Junction,Greviously Injured,160.0
Visakhapatnam,Junction,Four arm Junction,Minor Injury,163.0
Visakhapatnam,Junction,Four arm Junction,Total Injured,677.0
Visakhapatnam,Junction,Four arm Junction,Total number of Accidents,560.0
Visakhapatnam,Junction,T Junction,Persons Killed,84.0
Visakhapatnam,Junction,T Junction,Greviously Injured,267.0
Visakhapatnam,Junction,T Junction,Minor Injury,298.0
Visakhapatnam,Junction,T Junction,Total Injured,548.0
Visakhapatnam,Junction,T Junction,Total number of Accidents,1034.0
Visakhapatnam,Junction,Y Junction,Persons Killed,51.0
Visakhapatnam,Junction,Y Junction,Greviously Injured,199.0
Visakhapatnam,Junction,Y Junction,Minor Injury,456.0
Visakhapatnam,Junction,Y Junction,Total Injured,765.0
Visakhapatnam,Junction,Y Junction,Total number of Accidents,1419.0
Visakhapatnam,Junction,Round about Junction,Persons Killed,81.0
Visakhapatnam,Junction,Round about Junction,Greviously Injured,271.0
Visakhapatnam,Junction,Round about Junction,Minor Injury,468.0
Visakhapatnam,Junction,Round about Junction,Total Injured,505.0
Visakhapatnam,Junction,Round about Junction,Total number of Accidents,342.0
Visakhapatnam,Junction,Uncontrolled,Persons Killed,85.0
Visakhapatnam,Junction,Uncontrolled,Greviously Injured,110.0
Visakhapatnam,Junction,Uncontrolled,Minor Injury,293.0
Visakhapatnam,Junction,Uncontrolled,Total Injured,589.0
Visakhapatnam,Junction,Uncontrolled,Total number of Accidents,211.0
Visakhapatnam,Road Features,Straight Road,Persons Killed,48.0
Visakhapatnam,Road Features,Straight Road,Greviously Injured,51.0
Visakhapatnam,Road Features,Straight Road,Minor Injury,215.0
Visakhapatnam,Road Features,Straight Road,Total Injured,693.0
Visakhapatnam,Road Features,Straight Road,Total number of Accidents,1381.0
Visakhapatnam,Road Features,Curved Road,Persons Killed,87.0
Visakhapatnam,Road Features,Curved Road,Greviously Injured,167.0
Visakhapatnam,Road Features,Curved Road,Minor Injury,183.0
Visakhapatnam,Road Features,Curved Road,Total Injured,166.0
Visakhapatnam,Road Features,Curved Road,Total number of Accidents,1230.0
Visakhapatnam,Road Features,Bridge,Persons Killed,51.0
Visakhapatnam,Road Features,Bridge,Greviously Injured,23.0
Visakhapatnam,Road Features,Bridge,Minor Injury,122.0
Visakhapatnam,Road Features,Bridge,Total Injured,498.0
Visakhapatnam,Road Features,Bridge,Total number of Accidents,777.0
Visakhapatnam,Road Features,Pot Holes,Persons Killed,90.0
Visakhapatnam,Road Features,Pot Holes,Greviously Injured,139.0
Visakhapatnam,Road Features,Pot Holes,Minor Injury,468.0
Visakhapatnam,Road Features,Pot Holes,Total Injured,565.0
Visakhapatnam,Road Features,Pot Holes,Total number of Accidents,1429.0
Visakhapatnam,Road Features,Steep Grade,Persons Killed,19.0
Visakhapatnam,Road Features,Steep Grade,Greviously Injured,265.0
Visakhapatnam,Road Features,Steep Grade,Minor Injury,315.0
Visakhapatnam,Road Features,Steep Grade,Total Injured,636.0
Visakhapatnam,Road Features,Steep Grade,Total number of Accidents,992.0
Visakhapatnam,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,53.0
Visakhapatnam,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,298.0
Visakhapatnam,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,213.0
Visakhapatnam,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,194.0
Visakhapatnam,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,1032.0
Visakhapatnam,Impacting Vehicle/Object,Two Wheelers,Persons Killed,79.0
Visakhapatnam,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,247.0
Visakhapatnam,Impacting Vehicle/Object,Two Wheelers,Minor Injury,430.0
Visakhapatnam,Impacting Vehicle/Object,Two Wheelers,Total Injured,535.0
Visakhapatnam,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,1098.0
Visakhapatnam,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,98.0
Visakhapatnam,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,34.0
Visakhapatnam,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,190.0
Visakhapatnam,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,216.0
Visakhapatnam,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,681.0
Visakhapatnam,Impacting Vehicle/Object,Buses,Persons Killed,7.0
Visakhapatnam,Impacting Vehicle/Object,Buses,Greviously Injured,34.0
Visakhapatnam,Impacting Vehicle/Object,Buses,Minor Injury,128.0
Visakhapatnam,Impacting Vehicle/Object,Buses,Total Injured,679.0
Visakhapatnam,Impacting Vehicle/Object,Buses,Total number of Accidents,1396.0
Visakhapatnam,Impacting Vehicle/Object,Pedestrian,Persons Killed,59.0
Visakhapatnam,Impacting Vehicle/Object,Pedestrian,Greviously Injured,21.0
Visakhapatnam,Impacting Vehicle/Object,Pedestrian,Minor Injury,337.0
Visakhapatnam,Impacting Vehicle/Object,Pedestrian,Total Injured,227.0
Visakhapatnam,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,291.0
Visakhapatnam,Weather,Sunny/Clear,Persons Killed,12.0
Visakhapatnam,Weather,Sunny/Clear,Greviously Injured,40.0
Visakhapatnam,Weather,Sunny/Clear,Minor Injury,383.0
Visakhapatnam,Weather,Sunny/Clear,Total Injured,631.0
Visakhapatnam,Weather,Sunny/Clear,Total number of Accidents,1188.0
Visakhapatnam,Weather,Rainy,Persons Killed,59.0
Visakhapatnam,Weather,Rainy,Greviously Injured,169.0
Visakhapatnam,Weather,Rainy,Minor Injury,398.0
Visakhapatnam,Weather,Rainy,Total Injured,142.0
Visakhapatnam,Weather,Rainy,Total number of Accidents,453.0
Visakhapatnam,Weather,Foggy and Misty,Persons Killed,1.0
Visakhapatnam,Weather,Foggy and Misty,Greviously Injured,69.0
Visakhapatnam,Weather,Foggy and Misty,Minor Injury,200.0
Visakhapatnam,Weather,Foggy and Misty,Total Injured,566.0
Visakhapatnam,Weather,Foggy and Misty,Total number of Accidents,486.0
Visakhapatnam,Weather,Hail/Sleet,Persons Killed,4.0
Visakhapatnam,Weather,Hail/Sleet,Greviously Injured,275.0
Visakhapatnam,Weather,Hail/Sleet,Minor Injury,394.0
Visakhapatnam,Weather,Hail/Sleet,Total Injured,741.0
Visakhapatnam,Weather,Hail/Sleet,Total number of Accidents,581.0
Visakhapatnam,Traffic Violation,Drunken Driving,Persons Killed,10.0
Visakhapatnam,Traffic Violation,Drunken Driving,Greviously Injured,187.0
Visakhapatnam,Traffic Violation,Drunken Driving,Minor Injury,302.0
Visakhapatnam,Traffic Violation,Drunken Driving,Total Injured,155.0
Visakhapatnam,Traffic Violation,Drunken Driving,Total number of Accidents,656.0
Visakhapatnam,Traffic Violation,Over Speeding,Persons Killed,86.0
Visakhapatnam,Traffic Violation,Over Speeding,Greviously Injured,92.0
Visakhapatnam,Traffic Violation,Over Speeding,Minor Injury,442.0
Visakhapatnam,Traffic Violation,Over Speeding,Total Injured,198.0
Visakhapatnam,Traffic Violation,Over Speeding,Total number of Accidents,348.0
Visakhapatnam,Traffic Violation,Jumping Red Light,Persons Killed,243.0
Visakhapatnam,Traffic Violation,Jumping Red Light,Greviously Injured,165.0
Visakhapatnam,Traffic Violation,Jumping Red Light,Minor Injury,239.0
Visakhapatnam,Traffic Violation,Jumping Red Light,Total Injured,593.0
Visakhapatnam,Traffic Violation,Jumping Red Light,Total number of Accidents,1082.0
Visakhapatnam,Traffic Violation,Use of Mobile Phone,Persons Killed,6.0
Visakhapatnam,Traffic Violation,Use of Mobile Phone,Greviously Injured,89.0
Visakhapatnam,Traffic Violation,Use of Mobile Phone,Minor Injury,449.0
Visakhapatnam,Traffic Violation,Use of Mobile Phone,Total Injured,708.0
Visakhapatnam,Traffic Violation,Use of Mobile Phone,Total number of Accidents,1483.0
Visakhapatnam,Traffic Violation,Wrong Side Driving,Persons Killed,3.0
Visakhapatnam,Traffic Violation,Wrong Side Driving,Greviously Injured,112.0
Visakhapatnam,Traffic Violation,Wrong Side Driving,Minor Injury,89.0
Visakhapatnam,Traffic Violation,Wrong Side Driving,Total Injured,200.0
Visakhapatnam,Traffic Violation,Wrong Side Driving,Total number of Accidents,1019.0
Patna,Traffic Control,Traffic Light Signal,Persons Killed,92.0
Patna,Traffic Control,Traffic Light Signal,Greviously Injured,133.0
Patna,Traffic Control,Traffic Light Signal,Minor Injury,471.0
Patna,Traffic Control,Traffic Light Signal,Total Injured,330.0
Patna,Traffic Control,Traffic Light Signal,Total number of Accidents,1286.0
Patna,Traffic Control,Stop Sign,Persons Killed,62.0
Patna,Traffic Control,Stop Sign,Greviously Injured,71.0
Patna,Traffic Control,Stop Sign,Minor Injury,305.0
Patna,Traffic Control,Stop Sign,Total Injured,582.0
Patna,Traffic Control,Stop Sign,Total number of Accidents,718.0
Patna,Traffic Control,Police Controlled,Persons Killed,26.0
Patna,Traffic Control,Police Controlled,Greviously Injured,101.0
Patna,Traffic Control,Police Controlled,Minor Injury,63.0
Patna,Traffic Control,Police Controlled,Total Injured,554.0
Patna,Traffic Control,Police Controlled,Total number of Accidents,797.0
Patna,Traffic Control,Flashing Signal/Blinker,Persons Killed,4.0
Patna,Traffic Control,Flashing Signal/Blinker,Greviously Injured,192.0
Patna,Traffic Control,Flashing Signal/Blinker,Minor Injury,435.0
Patna,Traffic Control,Flashing Signal/Blinker,Total Injured,673.0
Patna,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,604.0
Patna,Junction,Four arm Junction,Persons Killed,78.0
Patna,Junction,Four arm Junction,Greviously Injured,158.0
Patna,Junction,Four arm Junction,Minor Injury,187.0
Patna,Junction,Four arm Junction,Total Injured,570.0
Patna,Junction,Four arm Junction,Total number of Accidents,1100.0
Patna,Junction,T Junction,Persons Killed,64.0
Patna,Junction,T Junction,Greviously Injured,22.0
Patna,Junction,T Junction,Minor Injury,262.0
Patna,Junction,T Junction,Total Injured,341.0
Patna,Junction,T Junction,Total number of Accidents,692.0
Patna,Junction,Y Junction,Persons Killed,84.0
Patna,Junction,Y Junction,Greviously Injured,190.0
Patna,Junction,Y Junction,Minor Injury,387.0
Patna,Junction,Y Junction,Total Injured,272.0
Patna,Junction,Y Junction,Total number of Accidents,871.0
Patna,Junction,Round about Junction,Persons Killed,35.0
Patna,Junction,Round about Junction,Greviously Injured,197.0
Patna,Junction,Round about Junction,Minor Injury,444.0
Patna,Junction,Round about Junction,Total Injured,407.0
Patna,Junction,Round about Junction,Total number of Accidents,382.0
Patna,Junction,Uncontrolled,Persons Killed,25.0
Patna,Junction,Uncontrolled,Greviously Injured,205.0
Patna,Junction,Uncontrolled,Minor Injury,83.0
Patna,Junction,Uncontrolled,Total Injured,663.0
Patna,Junction,Uncontrolled,Total number of Accidents,823.0
Patna,Road Features,Straight Road,Persons Killed,81.0
Patna,Road Features,Straight Road,Greviously Injured,241.0
Patna,Road Features,Straight Road,Minor Injury,276.0
Patna,Road Features,Straight Road,Total Injured,535.0
Patna,Road Features,Straight Road,Total number of Accidents,753.0
Patna,Road Features,Curved Road,Persons Killed,20.0
Patna,Road Features,Curved Road,Greviously Injured,51.0
Patna,Road Features,Curved Road,Minor Injury,446.0
Patna,Road Features,Curved Road,Total Injured,724.0
Patna,Road Features,Curved Road,Total number of Accidents,304.0
Patna,Road Features,Bridge,Persons Killed,63.0
Patna,Road Features,Bridge,Greviously Injured,26.0
Patna,Road Features,Bridge,Minor Injury,169.0
Patna,Road Features,Bridge,Total Injured,492.0
Patna,Road Features,Bridge,Total number of Accidents,624.0
Patna,Road Features,Pot Holes,Persons Killed,0.0
Patna,Road Features,Pot Holes,Greviously Injured,139.0
Patna,Road Features,Pot Holes,Minor Injury,109.0
Patna,Road Features,Pot Holes,Total Injured,659.0
Patna,Road Features,Pot Holes,Total number of Accidents,228.0
Patna,Road Features,Steep Grade,Persons Killed,96.0
Patna,Road Features,Steep Grade,Greviously Injured,19.0
Patna,Road Features,Steep Grade,Minor Injury,291.0
Patna,Road Features,Steep Grade,Total Injured,331.0
Patna,Road Features,Steep Grade,Total number of Accidents,988.0
Patna,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,27.0
Patna,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,212.0
Patna,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,296.0
Patna,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,299.0
Patna,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,1144.0
Patna,Impacting Vehicle/Object,Two Wheelers,Persons Killed,78.0
Patna,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,182.0
Patna,Impacting Vehicle/Object,Two Wheelers,Minor Injury,118.0
Patna,Impacting Vehicle/Object,Two Wheelers,Total Injured,515.0
Patna,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,1139.0
Patna,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,64.0
Patna,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,96.0
Patna,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,150.0
Patna,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,107.0
Patna,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,1044.0
Patna,Impacting Vehicle/Object,Buses,Persons Killed,71.0
Patna,Impacting Vehicle/Object,Buses,Greviously Injured,96.0
Patna,Impacting Vehicle/Object,Buses,Minor Injury,92.0
Patna,Impacting Vehicle/Object,Buses,Total Injured,484.0
Patna,Impacting Vehicle/Object,Buses,Total number of Accidents,607.0
Patna,Impacting Vehicle/Object,Pedestrian,Persons Killed,98.0
Patna,Impacting Vehicle/Object,Pedestrian,Greviously Injured,161.0
Patna,Impacting Vehicle/Object,Pedestrian,Minor Injury,66.0
Patna,Impacting Vehicle/Object,Pedestrian,Total Injured,744.0
Patna,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,347.0
Patna,Weather,Sunny/Clear,Persons Killed,20.0
Patna,Weather,Sunny/Clear,Greviously Injured,241.0
Patna,Weather,Sunny/Clear,Minor Injury,363.0
Patna,Weather,Sunny/Clear,Total Injured,465.0
Patna,Weather,Sunny/Clear,Total number of Accidents,1451.0
Patna,Weather,Rainy,Persons Killed,10.0
Patna,Weather,Rainy,Greviously Injured,220.0
Patna,Weather,Rainy,Minor Injury,440.0
Patna,Weather,Rainy,Total Injured,598.0
Patna,Weather,Rainy,Total number of Accidents,739.0
Patna,Weather,Foggy and Misty,Persons Killed,50.0
Patna,Weather,Foggy and Misty,Greviously Injured,270.0
Patna,Weather,Foggy and Misty,Minor Injury,310.0
Patna,Weather,Foggy and Misty,Total Injured,449.0
Patna,Weather,Foggy and Misty,Total number of Accidents,719.0
Patna,Weather,Hail/Sleet,Persons Killed,63.0
Patna,Weather,Hail/Sleet,Greviously Injured,147.0
Patna,Weather,Hail/Sleet,Minor Injury,87.0
Patna,Weather,Hail/Sleet,Total Injured,722.0
Patna,Weather,Hail/Sleet,Total number of Accidents,1191.0
Patna,Traffic Violation,Drunken Driving,Persons Killed,91.0
Patna,Traffic Violation,Drunken Driving,Greviously Injured,232.0
Patna,Traffic Violation,Drunken Driving,Minor Injury,185.0
Patna,Traffic Violation,Drunken Driving,Total Injured,459.0
Patna,Traffic Violation,Drunken Driving,Total number of Accidents,1120.0
Patna,Traffic Violation,Over Speeding,Persons Killed,72.0
Patna,Traffic Violation,Over Speeding,Greviously Injured,58.0
Patna,Traffic Violation,Over Speeding,Minor Injury,341.0
Patna,Traffic Violation,Over Speeding,Total Injured,481.0
Patna,Traffic Violation,Over Speeding,Total number of Accidents,1035.0
Patna,Traffic Violation,Jumping Red Light,Persons Killed,77.0
Patna,Traffic Violation,Jumping Red Light,Greviously Injured,114.0
Patna,Traffic Violation,Jumping Red Light,Minor Injury,218.0
Patna,Traffic Violation,Jumping Red Light,Total Injured,316.0
Patna,Traffic Violation,Jumping Red Light,Total number of Accidents,577.0
Patna,Traffic Violation,Use of Mobile Phone,Persons Killed,61.0
Patna,Traffic Violation,Use of Mobile Phone,Greviously Injured,264.0
Patna,Traffic Violation,Use of Mobile Phone,Minor Injury,419.0
Patna,Traffic Violation,Use of Mobile Phone,Total Injured,248.0
Patna,Traffic Violation,Use of Mobile Phone,Total number of Accidents,851.0
Patna,Traffic Violation,Wrong Side Driving,Persons Killed,90.0
Patna,Traffic Violation,Wrong Side Driving,Greviously Injured,267.0
Patna,Traffic Violation,Wrong Side Driving,Minor Injury,423.0
Patna,Traffic Violation,Wrong Side Driving,Total Injured,792.0
Patna,Traffic Violation,Wrong Side Driving,Total number of Accidents,359.0
Vadodara,Traffic Control,Traffic Light Signal,Persons Killed,94.0
Vadodara,Traffic Control,Traffic Light Signal,Greviously Injured,297.0
Vadodara,Traffic Control,Traffic Light Signal,Minor Injury,337.0
Vadodara,Traffic Control,Traffic Light Signal,Total Injured,325.0
Vadodara,Traffic Control,Traffic Light Signal,Total number of Accidents,722.0
Vadodara,Traffic Control,Stop Sign,Persons Killed,9.0
Vadodara,Traffic Control,Stop Sign,Greviously Injured,280.0
Vadodara,Traffic Control,Stop Sign,Minor Injury,322.0
Vadodara,Traffic Control,Stop Sign,Total Injured,501.0
Vadodara,Traffic Control,Stop Sign,Total number of Accidents,382.0
Vadodara,Traffic Control,Police Controlled,Persons Killed,72.0
Vadodara,Traffic Control,Police Controlled,Greviously Injured,162.0
Vadodara,Traffic Control,Police Controlled,Minor Injury,364.0
Vadodara,Traffic Control,Police Controlled,Total Injured,223.0
Vadodara,Traffic Control,Police Controlled,Total number of Accidents,1184.0
Vadodara,Traffic Control,Flashing Signal/Blinker,Persons Killed,21.0
Vadodara,Traffic Control,Flashing Signal/Blinker,Greviously Injured,222.0
Vadodara,Traffic Control,Flashing Signal/Blinker,Minor Injury,221.0
Vadodara,Traffic Control,Flashing Signal/Blinker,Total Injured,387.0
Vadodara,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,885.0
Vadodara,Junction,Four arm Junction,Persons Killed,20.0
Vadodara,Junction,Four arm Junction,Greviously Injured,131.0
Vadodara,Junction,Four arm Junction,Minor Injury,81.0
Vadodara,Junction,Four arm Junction,Total Injured,321.0
Vadodara,Junction,Four arm Junction,Total number of Accidents,238.0
Vadodara,Junction,T Junction,Persons Killed,11.0
Vadodara,Junction,T Junction,Greviously Injured,242.0
Vadodara,Junction,T Junction,Minor Injury,480.0
Vadodara,Junction,T Junction,Total Injured,629.0
Vadodara,Junction,T Junction,Total number of Accidents,348.0
Vadodara,Junction,Y Junction,Persons Killed,12.0
Vadodara,Junction,Y Junction,Greviously Injured,158.0
Vadodara,Junction,Y Junction,Minor Injury,175.0
Vadodara,Junction,Y Junction,Total Injured,401.0
Vadodara,Junction,Y Junction,Total number of Accidents,437.0
Vadodara,Junction,Round about Junction,Persons Killed,6.0
Vadodara,Junction,Round about Junction,Greviously Injured,160.0
Vadodara,Junction,Round about Junction,Minor Injury,285.0
Vadodara,Junction,Round about Junction,Total Injured,302.0
